id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,pump_age_yr,date_recorded_age_yr,funder_factorize,installer_factorize,wpt_name_factorize,basin_factorize,subvillage_factorize,region_factorize,lga_factorize,ward_factorize,scheme_management_factorize,permit_factorize,extraction_type_group_factorize,management_factorize,payment_factorize,payment_type_factorize,water_quality_factorize,quality_group_factorize,quantity_factorize,source_factorize,waterpoint_type_factorize,public_meeting_factorize,status_group
3027,50.0,1345,30.86837823,-3.37881268,0,16,1,250,2010,5,2,508,5,9361,5,18511,12,28,841,0,0,1,0,3,3,0,0,1,3,0,0,n/a
2651,50.0,1444,34.7093461,-5.19063734,0,13,2,1,1960,55,2,25,19,3650,4,18512,17,31,107,0,2,6,0,3,3,3,3,2,3,0,0,n/a
25998,50.0,212,39.66918663,-10.8580047,0,9,4,300,1982,33,2,106,98,5179,3,850,3,100,1654,5,1,1,0,1,1,0,0,2,3,1,0,n/a
63400,500.0,1266,36.98730137,-3.25011669,0,2,7,500,2011,4,2,23,2090,14830,2,2085,15,38,995,6,0,0,5,3,3,0,0,1,1,1,0,n/a
50028,50.0,1120,36.00487589999999,-6.21749098,0,1,5,278,2008,7,4,115,23,28,6,223,14,93,1447,0,0,6,0,6,6,0,0,2,3,0,0,n/a
67897,500.0,910,36.93159083,-3.57466784,0,21,4,200,2000,15,2,113,108,4,2,142,2,2,783,2,1,3,1,3,3,1,1,1,5,2,0,n/a
21425,500.0,1140,33.24384162,-2.90287945,0,19,7,106,2000,15,4,20,35,35102,1,16966,18,54,508,0,1,2,0,1,1,3,3,4,3,2,1,n/a
71756,500.0,1158,33.23557581,-3.85032443,0,17,3,187,1997,18,3,52,45,35103,4,8914,6,6,353,4,0,3,1,1,1,0,0,3,5,2,0,n/a
16862,500.0,1285,37.03823817,-3.19868895,0,3,7,1,2009,6,2,144,137,35104,2,2669,10,12,26,5,1,0,4,6,6,0,0,0,0,0,0,n/a
15420,500.0,1570,35.1018841,-9.19269342,0,11,4,30,1994,21,4,514,550,35105,7,17438,0,15,615,0,1,0,0,1,1,0,0,2,6,0,0,n/a
47784,500.0,1300,31.81285612,-1.30123857,0,18,6,200,2002,13,4,25,19,12802,1,407,4,43,389,0,0,0,0,1,1,0,0,1,1,0,0,n/a
712,200.0,379,38.36849286,-10.93384583,0,90,63,150,2008,7,2,1750,126,202,3,18513,3,3,1768,9,1,4,8,2,2,1,1,0,3,2,0,n/a
54368,300.0,1140,33.37815286,-2.79280896,0,19,4,143,1996,19,4,124,52,0,1,5480,18,108,799,0,1,5,0,1,1,0,0,3,5,3,0,n/a
2866,500.0,1700,33.54989043,-9.22397853,0,12,4,171,2000,15,4,25,19,300,0,1168,16,32,866,0,2,0,0,1,1,0,0,0,0,0,0,n/a
51130,500.0,1158,34.17113267,-3.83352987,0,17,6,721,2005,10,3,21,28,35106,4,5375,6,13,1268,9,1,0,8,1,1,0,0,3,1,0,0,n/a
27993,500.0,1120,35.28050862,-5.19786904,0,1,1,986,1994,21,4,64,5,35107,4,14827,14,26,1167,0,0,2,0,1,1,0,0,0,5,2,0,n/a
21621,50.0,1160,30.42759159,-4.27598594,0,16,2,590,1975,40,2,43,5,35108,5,1534,12,42,63,7,0,6,0,1,1,0,0,0,5,1,0,n/a
66038,50.0,40,38.97155755,-5.38462674,0,4,5,16,2007,8,4,23,5,35109,2,2834,5,115,637,3,0,1,3,2,2,0,0,3,3,0,2,n/a
42182,50.0,-8,38.89095066,-6.51860869,0,6,1,50,2008,7,4,23,295,403,6,1437,8,22,77,8,1,1,3,2,2,0,0,0,6,0,0,n/a
17694,300.0,-21,39.98205894,-10.29469648,0,99,1,300,1985,30,2,68,61,35110,3,391,3,84,809,2,1,5,0,3,3,0,0,0,3,3,0,n/a
57759,4000.0,1959,35.87501977,-8.228000699999999,0,11,7,80,2003,12,4,28,22,0,7,41,0,27,34,0,1,0,0,0,0,0,0,0,6,0,0,n/a
47978,3000.0,879,35.38635891,-7.65095641,0,11,1,1,1992,23,4,11,71,0,7,2057,0,49,1296,0,1,0,0,0,0,0,0,0,0,0,0,n/a
52359,500.0,543,37.93798894,-4.57972323,0,3,3,630,2010,5,2,1857,2091,35111,2,18514,10,17,802,7,2,4,0,6,6,1,1,0,3,2,0,n/a
69656,1000.0,1440,35.59280104,-7.80582548,0,11,1,210,1983,32,4,11,71,0,7,5184,0,49,1312,0,1,0,0,6,6,0,0,2,0,0,0,n/a
24086,500.0,1700,32.94044845,-8.99754687,0,12,6,696,2003,12,4,38,5,35112,8,1812,16,68,1038,0,0,2,0,4,4,0,0,0,5,2,0,n/a
43579,500.0,1158,32.92992658,-3.57434542,0,17,3,1392,1993,22,3,423,95,1000,1,2,6,6,2021,4,1,2,1,1,1,0,0,0,5,2,0,n/a
43284,300.0,1523,36.60724575,-3.30207819,0,2,2,150,1970,45,2,21,5,7603,2,30,15,24,31,0,1,5,0,1,1,0,0,0,3,3,0,n/a
2877,500.0,1097,36.68018106,-6.87616383,0,5,1,250,1981,34,4,78,70,1140,6,1284,19,80,1539,0,1,2,0,1,1,1,1,2,5,2,0,n/a
21171,500.0,1119,30.34717036,-4.8719301,0,16,2,320,2007,8,2,21,5,35113,5,7843,12,18,709,7,0,3,0,1,1,1,1,0,5,2,0,n/a
40982,500.0,1749,38.27094157,-4.6615608,93,4,1,1,1985,30,4,150,141,35114,2,3493,5,37,578,0,1,0,0,1,1,0,0,0,0,0,0,n/a
48396,500.0,1287,36.75927115,-3.38737971,0,2,7,120,2011,4,2,45,37,35115,2,71,15,38,70,0,1,0,0,3,3,0,0,0,0,0,0,n/a
13323,500.0,1140,33.64930569,-2.80046063,0,19,2,215,1998,17,4,20,5,3381,1,10076,18,76,254,2,1,3,0,1,1,1,1,1,5,2,0,n/a
28467,2500.0,1554,34.73747841,-8.92088215,0,11,4,65,2010,5,4,67,60,35116,7,5632,0,15,38,0,1,0,0,0,0,0,0,0,0,0,0,n/a
2768,20.0,1728,35.09479154,-4.15189715,0,21,3,218,2006,9,2,8,235,35117,4,17925,2,35,690,0,1,6,0,2,2,0,0,0,3,0,0,n/a
73593,500.0,1700,33.25424193,-8.089335499999999,0,12,1,172,2008,7,4,21,28,35118,8,18515,16,82,575,0,1,8,0,2,2,0,0,0,5,2,0,n/a
65164,500.0,738,36.33788056,-11.17829173,0,10,5,700,2007,8,2,59,224,4,3,8581,9,10,626,9,0,2,8,4,4,0,0,1,5,2,0,n/a
69976,300.0,848,35.9770565,-10.55154627,0,10,5,80,1990,25,2,11,9,35119,7,15015,9,10,11,4,0,5,1,4,4,0,0,0,5,3,0,n/a
52145,500.0,319,38.98738247,-10.50802015,0,90,33,40,1995,20,2,76,69,111,3,18516,3,79,1171,0,0,0,0,1,1,0,0,0,0,0,0,n/a
49259,500.0,1233,36.9805944,-3.2681787,0,2,7,120,1963,52,2,21,37,35120,2,7634,15,38,476,0,1,0,0,3,3,0,0,1,0,0,0,n/a
23542,25.0,1642,35.53901671,-7.91925731,0,11,1,1,1996,19,4,11,71,0,7,18517,0,49,157,0,1,0,0,2,2,0,0,0,0,0,0,n/a
69848,500.0,706,37.44412397,-5.82951489,0,5,6,1,1996,19,4,58,5,19953,6,242,19,62,1107,0,1,2,0,1,1,0,0,1,5,2,0,n/a
9305,500.0,1672,35.09343854,-9.56048826,0,11,4,23,1998,17,4,154,147,0,0,4235,0,15,374,0,0,0,0,1,1,0,0,0,0,0,0,n/a
14359,500.0,1371,38.52077442,-4.7781112,0,4,1,1,1972,43,4,21,5,35121,2,18518,5,37,756,0,1,0,0,1,1,0,0,0,0,0,0,n/a
28925,500.0,1300,31.64219084,-1.42713263,0,18,2,417,2012,3,4,200,392,688,1,2643,4,65,1158,0,1,0,0,1,1,3,3,2,0,0,0,n/a
21243,500.0,1008,35.08228569,-10.7961727,0,10,3,1,2012,3,2,64,28,29,3,9035,9,96,422,0,1,0,0,3,3,3,3,2,0,0,1,n/a
10616,500.0,372,38.64244068,-10.2773797,0,8,3,380,1988,27,2,68,144,35122,3,319,13,117,563,0,0,4,0,1,1,1,1,1,3,2,0,n/a
73667,500.0,1474,34.44750516,-4.4015942,0,13,1,195,1996,19,2,53,79,35123,4,13941,17,39,1822,0,1,3,0,1,1,0,0,0,3,2,0,n/a
20566,1000.0,1293,33.88622687,-1.66592514,0,20,3,350,2011,4,3,191,191,1953,1,3348,1,47,869,0,1,8,0,6,6,0,0,0,3,2,0,n/a
63711,2000.0,1428,36.84895072,-3.14633698,0,2,7,182,2009,6,2,79,37,35124,4,3390,15,38,159,0,1,1,1,6,6,0,0,1,3,0,0,n/a
72840,500.0,501,37.74768029,-9.5396571,0,80,43,350,2012,3,2,64,926,12744,3,18519,13,103,360,0,1,4,0,3,3,0,0,0,3,2,0,n/a
31651,10.0,500,37.15765414,-6.25308769,0,5,1,59,1984,31,4,216,211,15325,6,13102,19,80,617,0,1,1,0,2,2,0,0,0,3,0,0,n/a
3782,500.0,1521,34.815974700000005,-11.10710636,0,10,3,60,2005,10,2,234,280,35125,0,5599,9,96,1525,4,1,0,1,3,3,0,0,0,0,0,1,n/a
6799,500.0,1153,33.6796768,-1.69114438,0,20,3,250,1998,17,3,229,229,33263,1,17565,1,47,1952,0,1,3,0,1,1,0,0,0,5,2,2,n/a
21402,1000.0,1604,37.65901094,-3.71814886,3,3,2,20,1972,43,2,21,93,5374,2,8822,10,57,1365,6,0,0,5,6,6,0,0,0,0,0,0,n/a
35390,6.0,1198,37.47692924,-3.34092018,0,3,4,35,2008,7,2,29,5,35126,2,8556,10,29,324,5,1,0,4,2,2,0,0,0,0,0,0,n/a
12636,50.0,1158,32.42445785,-3.53829537,0,17,3,367,1985,30,2,64,11,35127,5,1915,6,7,1162,2,1,1,9,3,3,3,3,4,3,3,0,n/a
36887,500.0,1217,38.00682598,-4.26044985,0,3,3,569,2002,13,2,469,492,35128,2,2379,10,17,1300,0,1,0,0,1,1,0,0,1,0,1,0,n/a
20086,50.0,106,38.90354217,-6.83863068,0,6,2,50,2008,7,4,143,5,35129,6,291,8,88,421,0,1,5,0,2,2,0,0,1,5,2,0,n/a
5634,500.0,1200,32.79870255,-4.20735891,0,14,1,698,2003,12,2,12,156,26447,5,15650,7,92,522,0,0,3,0,1,1,0,0,0,5,2,2,n/a
48029,500.0,1158,34.33720524,-3.15236862,0,17,6,161,1997,18,3,7,11,1370,4,2213,6,13,676,4,1,3,1,1,1,0,0,0,5,2,0,n/a
29927,300.0,1158,32.38385518,-3.83717122,0,17,3,183,1988,27,3,7,5,3943,5,12617,6,7,662,2,1,5,1,3,3,2,2,1,5,3,0,n/a
2930,1000.0,960,35.38271411,-10.71445129,0,10,2,152,1977,38,2,234,280,35130,3,6262,9,106,475,0,1,0,0,6,6,0,0,0,6,0,0,n/a
41800,500.0,434,38.06751577,-4.65458656,0,4,2,35,2007,8,4,1858,165,35131,2,18520,5,44,651,0,0,1,0,6,6,0,0,0,6,0,0,n/a
68349,250.0,1097,30.20681538,-4.77966637,0,16,2,2400,1989,26,2,102,109,35132,5,12943,12,42,560,7,0,2,0,6,6,0,0,0,3,2,0,n/a
61678,50.0,1200,32.09890255,-4.93811546,0,14,4,285,1978,37,3,43,5,35133,5,9781,7,67,1325,0,1,1,0,1,1,0,0,2,3,0,0,n/a
30270,500.0,2260,34.39176923,-9.28989206,0,11,4,50,1996,19,4,39,436,35134,0,18521,0,15,573,0,0,0,0,4,4,0,0,0,0,0,0,n/a
4678,20.0,788,37.34831677,-3.35258803,0,3,6,1,2008,7,2,32,26,12447,2,48,10,33,47,7,1,0,7,2,2,0,0,1,0,0,0,n/a
9392,50.0,1120,36.42441051,-5.64326973,0,1,3,277,2000,15,4,22,23,145,6,282,14,104,1707,0,0,6,0,2,2,1,1,2,3,1,0,n/a
20735,1000.0,1600,34.99698039,-8.94881081,0,11,4,120,2010,5,4,67,60,35135,7,18522,0,15,126,0,0,9,0,4,4,0,0,0,7,2,0,n/a
49300,500.0,1288,34.02144841,-1.6122602,0,20,3,40,1975,40,3,21,28,35136,1,2722,1,47,1106,0,0,0,0,3,3,0,0,0,3,1,1,n/a
70339,50.0,1140,33.40591772,-2.6087623,0,19,2,484,1973,42,4,1859,2092,724,1,6797,18,76,714,0,1,6,0,2,2,0,0,0,3,0,0,n/a
25572,500.0,1774,36.6391006,-3.26222341,0,2,2,150,1990,25,2,12,5,21487,2,4715,15,24,181,0,1,0,0,1,1,0,0,1,0,0,0,n/a
61445,50.0,1158,34.09730676,-3.72779425,0,17,6,313,2004,11,3,59,303,943,4,1727,6,13,1856,6,1,1,5,2,2,0,0,0,5,1,0,n/a
32190,500.0,300,37.29373148,-5.70419117,0,4,7,1800,1988,27,4,331,5,17191,6,4210,5,121,972,0,0,2,0,1,1,0,0,1,5,2,0,n/a
39189,500.0,1528,34.76182139,-8.85394964,0,11,4,112,2011,4,4,67,33,35137,7,166,0,15,58,6,1,0,5,6,6,0,0,0,6,0,0,n/a
14853,50.0,1700,33.16012589,-8.41198798,0,12,1,313,2006,9,4,21,28,4,8,680,16,82,1927,0,1,6,0,2,2,0,0,0,3,0,0,n/a
52207,30.0,108,38.9342633,-7.71775824,1,60,53,1,2007,8,4,10,134,35138,7,1725,8,107,326,3,1,3,3,2,2,0,0,0,5,2,2,n/a
48035,500.0,1496,34.74381046,-4.9013165,0,13,4,106,2003,12,2,91,81,35139,4,973,17,89,1211,4,1,3,1,6,6,0,0,3,5,2,0,n/a
73122,10.0,1731,35.83735311,-3.2453781000000004,0,24,30,80,2009,6,2,23,78,35140,4,18523,15,86,176,0,1,0,0,2,2,0,0,3,6,0,0,n/a
16352,500.0,1140,33.33253763,-3.10681969,0,19,4,126,1993,22,4,124,52,35141,1,18524,18,108,915,0,1,2,0,1,1,0,0,0,5,2,0,n/a
42721,300.0,294,36.13590557,-8.93935015,0,5,4,400,2006,9,4,116,230,35142,7,9737,19,97,559,2,0,5,0,1,1,4,4,0,5,3,0,n/a
15116,50.0,71,39.52595584,-10.03463494,0,80,62,200,2010,5,2,545,617,35143,3,860,13,19,1204,2,1,4,0,2,2,5,5,0,3,2,0,n/a
7837,200.0,1717,38.21076217,-4.556957,0,4,1,1,2001,14,4,21,5,35144,2,4403,5,37,536,0,1,0,0,6,6,0,0,0,0,0,0,n/a
56907,1500.0,1397,34.65847118,-4.60894564,0,13,2,650,2000,15,2,25,19,631,4,2737,17,31,427,0,2,1,0,6,6,0,0,1,3,0,0,n/a
46382,500.0,137,38.82652126,-5.10215138,0,4,3,1,2008,7,4,39,5,19864,2,4872,5,36,51,0,0,0,0,1,1,0,0,3,0,0,0,n/a
64521,500.0,1300,31.52400815,-2.64014842,0,18,8,279,1998,17,4,290,292,35145,1,18525,4,58,854,0,1,2,0,1,1,5,5,1,7,2,0,n/a
67362,300.0,1140,33.08579615,-2.6398872200000003,0,19,6,3185,1996,19,4,21,5,35146,1,13358,18,34,1819,0,1,5,0,1,1,0,0,1,1,0,0,n/a
61861,500.0,2125,31.71033001,-8.02897733,0,15,4,740,1993,22,2,102,96,35147,8,18526,11,98,1160,0,1,4,0,1,1,0,0,0,5,2,0,n/a
72139,50.0,1369,36.63553562,-5.674945200000002,0,21,5,1800,2005,10,2,64,53,1046,6,98,2,64,1325,0,1,6,0,2,2,0,0,0,3,1,0,n/a
3398,500.0,1158,33.37181104,-3.5219862,0,17,1,716,1998,17,2,7,5,35148,1,704,6,16,1550,4,0,3,1,1,1,0,0,0,5,2,0,n/a
62911,500.0,1700,33.59207501,-9.16411665,0,12,4,286,2000,15,4,25,19,35149,0,9050,16,32,40,0,2,0,0,1,1,0,0,0,0,0,0,n/a
48152,1000.0,981,37.60762508,-3.81343889,0,3,2,50,1994,21,2,21,93,35150,2,829,10,57,472,0,0,0,0,6,6,0,0,1,0,1,0,n/a
48001,4000.0,1979,35.86628741,-8.22694393,0,11,7,100,2003,12,4,28,22,0,7,7017,0,27,34,0,1,0,0,0,0,0,0,0,6,0,0,n/a
64118,500.0,1780,37.35961168,-2.87103123,0,2,6,300,2010,5,2,507,5,28964,4,2602,15,66,1234,0,1,0,0,4,4,0,0,1,6,0,0,n/a
65793,500.0,2134,34.51639956,-9.30555986,0,11,4,30,1998,17,4,280,277,35151,0,1088,0,15,573,0,1,0,0,4,4,0,0,0,0,0,0,n/a
61557,500.0,1896,35.21904144,-8.54384912,0,11,2,704,1997,18,4,11,5,0,7,318,0,83,600,0,0,2,0,1,1,0,0,0,5,2,0,n/a
32352,500.0,1140,33.08579615,-2.6398872200000003,0,17,1,215,2009,6,3,177,175,2247,1,2205,18,76,254,4,0,4,1,3,3,0,0,0,5,2,1,n/a
1830,50.0,44,38.79259635,-6.61217491,0,6,2,1,2010,5,4,89,5,35152,6,738,8,88,405,7,1,6,3,2,2,0,0,0,6,0,0,n/a
50553,500.0,1158,33.73073582,-3.59734756,0,17,8,512,1998,17,3,59,57,35153,4,1871,6,46,1147,4,0,3,1,3,3,1,1,1,5,2,0,n/a
51961,500.0,1158,33.54958035,-3.58337194,0,17,7,191,1998,17,3,134,5,4,4,18132,6,110,394,3,0,3,3,1,1,1,1,1,5,2,2,n/a
38481,500.0,1700,34.35349791,-8.69011635,0,12,7,224,2011,4,4,25,19,35154,7,3027,16,41,128,5,1,0,4,1,1,5,5,3,6,0,2,n/a
48371,500.0,1688,34.48200672,-9.82291149,0,11,5,30,1995,20,4,11,12,0,0,2548,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,n/a
56540,500.0,1700,34.02038314,-8.85431536,0,12,7,200,1996,19,4,25,19,35155,7,7604,16,41,412,0,1,0,0,1,1,0,0,3,6,0,0,n/a
18142,500.0,1158,31.94442994,-3.29462976,0,17,5,123,2003,12,3,12,2,7718,5,887,6,45,917,4,1,3,1,3,3,0,0,0,5,2,2,n/a
72934,300.0,1200,33.48332446,-4.2991058,0,14,2,180,2000,15,3,44,80,35156,4,3801,7,78,208,3,0,5,3,1,1,0,0,0,3,3,0,n/a
39300,500.0,1120,36.00598277,-5.10433961,0,1,1,645,2005,10,4,21,174,35157,4,12980,14,26,1538,0,0,0,0,1,1,0,0,0,0,0,0,n/a
40115,50.0,183,38.43058389,-11.34631248,0,90,63,1,2012,3,2,64,287,35158,3,125,3,3,455,0,1,1,0,1,1,0,0,2,3,1,0,n/a
3793,500.0,1645,31.28052235,-7.36237327,0,15,3,120,2008,7,4,1065,5,35159,8,18527,11,94,697,0,0,2,0,3,3,0,0,0,5,2,2,n/a
59318,500.0,1300,31.59052416,-1.84141004,0,18,3,401,2002,13,4,49,40,1202,1,13425,4,50,1649,0,1,0,0,1,1,0,0,0,0,0,0,n/a
68070,100.0,366,38.33425198,-5.06309118,0,4,2,250,1982,33,4,705,165,5560,2,265,5,44,1016,0,0,8,0,6,6,1,1,0,5,2,0,n/a
67527,500.0,1120,35.86452198,-6.44461707,0,1,4,847,2006,9,4,623,1750,14278,7,11356,14,21,1431,0,1,3,0,3,3,0,0,2,5,2,0,n/a
34898,500.0,1700,32.88796933,-9.30004547,0,12,6,626,1998,17,4,38,30,1003,0,2237,16,68,945,0,0,3,0,4,4,0,0,1,5,2,2,n/a
26592,500.0,1120,36.27570732,-6.74464483,0,1,1,317,2006,9,4,22,150,35160,7,13590,14,61,964,0,1,3,0,1,1,0,0,0,5,2,0,n/a
67682,500.0,1787,36.61432969,-3.22875935,0,2,2,150,2005,10,2,21,5,35161,2,7637,15,24,181,0,1,0,0,3,3,0,0,0,0,0,0,n/a
52394,500.0,1879,36.64363634,-3.23903142,0,2,2,150,1990,25,2,21,5,233,2,2350,15,24,181,0,1,0,0,4,4,0,0,0,0,0,0,n/a
32218,20.0,1717,35.02557402,-4.19355046,0,21,3,149,1994,21,2,789,335,35162,4,11312,2,35,1221,0,1,1,0,2,2,0,0,0,3,0,0,n/a
69045,500.0,1140,33.37040039,-3.04993128,0,19,4,236,1998,17,4,124,52,35163,1,18528,18,108,1688,0,1,3,0,1,1,0,0,0,5,2,0,n/a
12808,20.0,353,38.24230099,-6.07582793,0,6,1,30,2003,12,4,203,18,5061,6,1572,8,22,583,6,1,1,5,2,2,0,0,0,6,0,0,n/a
49250,50.0,1120,35.8916617,-5.24612455,0,1,1,802,2000,15,4,115,5,128,4,1211,14,26,1219,0,0,6,0,2,2,0,0,0,3,1,0,n/a
64126,500.0,1387,34.62690973,-8.85412873,0,11,4,63,1978,37,4,3,5,35164,7,1768,0,15,139,6,1,0,5,6,6,0,0,0,6,0,0,n/a
64903,300.0,1427,36.29494141,-3.3995849,0,2,1,1,2000,15,2,25,19,35165,4,10342,15,109,1783,9,2,5,8,1,1,0,0,3,1,0,2,n/a
35165,500.0,744,36.35135832,-11.19109346,0,10,5,700,1998,17,2,127,5,4,3,6909,9,10,626,9,0,3,8,1,1,0,0,1,5,2,0,n/a
9543,500.0,1700,33.71522992,-8.91237603,0,12,2,91,1996,19,4,11,9,35166,7,705,16,75,403,0,0,0,1,4,4,0,0,0,6,0,2,n/a
64635,1000.0,253,36.69919316,-8.12610972,0,5,3,670,2006,9,4,350,354,35167,7,153,19,40,150,2,1,2,0,6,6,0,0,1,5,2,0,n/a
47929,500.0,1772,34.73611374,-9.08179847,0,11,4,75,2009,6,4,151,5,35168,7,142,0,15,16,0,1,0,0,4,4,0,0,0,0,0,0,n/a
28329,500.0,-32,39.82253872,-7.80725034,0,60,63,50,2006,9,4,25,19,35169,7,18529,8,23,160,0,0,8,0,1,1,0,0,0,3,2,0,n/a
67954,500.0,970,37.64366629,-3.78707424,0,3,2,43,1986,29,2,1860,2093,35170,2,18530,10,57,472,5,0,0,4,1,1,0,0,1,0,0,0,n/a
16575,500.0,442,38.98767344,-10.24341156,0,80,53,340,1975,40,2,31,503,35171,3,18531,13,51,1336,0,1,0,0,1,1,0,0,0,0,0,0,n/a
16612,500.0,1681,31.361951,-8.24561266,0,15,2,170,1991,24,4,15,5,5396,5,6204,11,14,15,0,0,2,0,1,1,0,0,0,3,2,0,n/a
27003,500.0,1525,35.39514057,-4.33586592,0,21,1,197,2009,6,2,155,324,35172,4,18532,2,81,668,0,1,3,0,1,1,0,0,0,5,2,0,n/a
73324,500.0,828,36.1306906,-10.46491607,0,10,5,250,1982,33,2,11,9,35173,7,306,9,10,1129,6,1,0,0,1,1,0,0,0,6,1,0,n/a
7043,300.0,1200,32.74815536,-5.61577244,0,14,5,349,1989,26,3,158,152,35174,5,136,7,70,218,0,1,5,0,1,1,0,0,3,2,0,0,n/a
22174,500.0,696,37.54370759,-3.50068748,0,3,2,240,1990,25,2,31,102,16601,2,5072,10,57,295,1,0,4,2,1,1,0,0,1,5,2,0,n/a
19450,200.0,279,36.89378331,-7.81882698,0,5,3,200,2003,12,4,345,5,2508,7,18533,19,40,793,6,1,0,0,6,6,0,0,1,6,0,0,n/a
35825,500.0,741,36.74051982,-7.33636009,0,5,1,280,2010,5,4,336,345,1277,7,291,19,80,980,0,1,0,0,1,1,0,0,0,6,0,0,n/a
9854,50.0,1120,35.86705548,-5.17647305,0,1,1,723,2000,15,4,21,174,35175,4,265,14,26,884,0,0,6,0,1,1,0,0,0,3,1,0,n/a
23254,50.0,727,36.95809117,-11.30830648,0,10,1,1,2011,4,2,513,546,1,3,406,9,74,1475,0,0,1,0,2,2,0,0,0,3,1,0,n/a
72170,500.0,1200,33.81978224,-4.18438573,0,14,2,970,1996,19,3,31,5,35176,4,18534,7,78,1066,7,1,8,0,2,2,1,1,1,5,2,0,n/a
61999,50.0,389,39.45899789,-10.68986178,0,9,4,1,1982,33,2,106,98,982,3,18154,3,100,1874,5,1,1,0,1,1,0,0,3,3,0,0,n/a
70354,50.0,1120,36.10392509,-5.4796794,0,1,4,355,2008,7,4,21,284,35177,6,26,14,21,1169,0,1,6,0,3,3,0,0,2,3,0,0,n/a
6877,50.0,1158,32.44062347,-3.52218016,0,17,3,367,1985,30,2,64,11,35178,5,18535,6,7,1162,2,1,1,9,3,3,3,3,4,3,3,0,n/a
47323,500.0,1506,34.72724439,-8.86069126,0,11,4,89,1978,37,4,3,5,35179,7,2189,0,15,58,6,1,0,5,6,6,0,0,2,6,0,0,n/a
48624,500.0,835,36.01682529,-10.74639136,0,10,5,360,1983,32,2,11,9,4931,3,18536,9,10,147,0,1,0,0,4,4,0,0,2,6,0,0,n/a
6148,500.0,1315,30.4960233,-3.61906312,0,16,1,500,2007,8,2,3,95,12998,5,9644,12,28,1017,2,0,0,9,3,3,0,0,3,1,0,1,n/a
59698,500.0,313,38.62055146,-10.95529328,0,90,63,142,2009,6,2,107,208,35180,3,13650,3,3,241,0,1,3,0,1,1,5,5,3,5,3,0,n/a
67268,500.0,1158,32.85008291,-3.30136238,0,17,3,226,1998,17,3,6,6,35181,1,18537,6,6,368,4,1,3,1,1,1,2,2,1,5,2,0,n/a
59174,500.0,1158,32.5187714,-3.9989305,0,17,3,202,1999,16,3,7,5,4,5,18164,6,7,113,0,1,0,0,3,3,0,0,2,4,1,0,n/a
68916,500.0,234,37.03627966,-7.79884618,0,5,3,250,1995,20,4,782,821,15364,7,780,19,40,285,2,1,2,3,1,1,0,0,1,5,2,0,n/a
28358,50.0,1092,35.39139419,-3.50966817,0,24,30,200,2006,9,2,17,14,35182,4,125,15,86,1404,0,1,0,0,2,2,0,0,0,0,0,0,n/a
57453,10.0,1621,35.73163673,-3.31126435,0,24,30,150,1994,21,2,104,97,35183,4,142,15,86,235,0,1,0,0,2,2,0,0,0,6,0,0,n/a
71952,300.0,-29,39.21461786,-8.28530325,0,80,13,356,1993,22,2,21,5,2661,7,12336,13,102,1246,2,1,5,0,1,1,1,1,0,5,3,0,n/a
1761,500.0,1158,33.52374687,-3.4385947,0,17,8,186,2005,10,3,64,182,111,4,1056,6,46,71,9,0,0,8,3,3,0,0,3,1,0,0,n/a
15234,500.0,1158,32.06441228,-3.34915799,0,17,5,102,2003,12,3,12,2,9361,5,18538,6,45,734,4,1,3,1,3,3,0,0,0,5,2,0,n/a
60021,2500.0,1869,34.52119973,-9.79731413,0,11,5,90,1994,21,4,24,5,0,0,5470,0,0,663,0,0,0,0,0,0,0,0,3,0,0,0,n/a
22567,50.0,51,39.16378702,-6.854541900000001,0,7,2,300,2000,15,2,66,59,30006,6,1897,20,71,1155,4,0,1,1,2,2,0,0,0,3,0,1,n/a
17695,500.0,1700,33.87747295,-9.41129668,0,12,4,108,2000,15,4,25,19,4275,0,1364,16,32,658,7,2,0,7,3,3,0,0,0,0,0,0,n/a
19872,500.0,1158,34.22230639,-2.99449627,0,17,1,287,1998,17,4,75,68,587,1,4420,6,13,769,4,0,3,1,4,4,0,0,0,5,2,0,n/a
22828,30.0,15,38.23938126,-7.77586968,0,60,53,1,2010,5,4,43,5,35184,7,9741,8,107,1224,0,1,6,0,2,2,0,0,1,3,1,0,n/a
34896,500.0,1275,30.22615406,-4.19337016,0,16,2,530,1994,21,2,70,63,35185,5,11739,12,42,1273,7,0,3,0,1,1,0,0,0,5,2,0,n/a
35570,500.0,1140,33.51120801,-2.78278859,0,19,4,352,1998,17,4,124,52,35186,1,12695,18,108,344,0,1,3,0,1,1,0,0,0,5,2,0,n/a
41325,100.0,1194,34.03690181,-1.16513731,0,20,6,1,1992,23,3,198,195,35187,1,7421,1,114,561,3,0,1,0,2,2,0,0,0,8,1,0,n/a
8831,500.0,1071,36.80476363,-3.45212444,0,2,2,150,1988,27,2,21,5,233,2,4520,15,24,500,0,1,0,0,1,1,0,0,0,0,3,0,n/a
5345,500.0,470,38.67036908,-4.87840172,0,4,2,600,2010,5,4,240,5,35188,2,9266,5,44,1807,0,0,0,0,1,1,0,0,0,0,0,0,n/a
19379,500.0,936,37.03430682,-3.36673886,0,2,7,150,1963,52,2,21,37,35189,2,2890,15,38,476,0,1,0,0,3,3,0,0,1,0,0,0,n/a
